hu_site_limit,point_granularity,point_longitude,fl_site_deductible,hu_site_deductible,point_latitude,fl_site_limit,county,construction,tiv_2011,policyID,fr_site_deductible,tiv_2012,eq_site_deductible,line,fr_site_limit,eq_site_limit,statecode
116640,1,-80.139412,0,5832,26.730286,0,PALM BEACH COUNTY,Wood,116640,504543,0,145081.5,0,Residential,116640,0,FL
116640,1,-80.139412,0,5832,26.730286,0,PALM BEACH COUNTY,Wood,116640,568380,0,145265.79,0,Residential,116640,0,FL
116640,1,-80.139412,0,5832,26.730286,0,PALM BEACH COUNTY,Wood,116640,887874,0,177613.79,0,Residential,116640,0,FL
116640,1,-80.139412,0,5832,26.730286,0,PALM BEACH COUNTY,Wood,116640,196710,0,166601.11,0,Residential,116640,0,FL
116640,1,-80.139412,0,5832,26.730286,0,PALM BEACH COUNTY,Wood,116640,133725,0,146709.21,0,Residential,116640,0,FL
12420000,1,-80.16809,0,0,26.70754,0,PALM BEACH COUNTY,Reinforced Concrete,12420000,480505,0,15390000,0,Commercial,12420000,0,FL
254281.5,1,-80.21633,0,0,26.68374,0,PALM BEACH COUNTY,Wood,254281.5,684330,0,306137.13,0,Residential,254281.5,0,FL
254281.5,1,-80.21633,0,0,26.68374,0,PALM BEACH COUNTY,Wood,254281.5,593321,0,392382.8,0,Residential,254281.5,0,FL
23116.5,1,-80.21633,0,0,26.68374,0,PALM BEACH COUNTY,Wood,23116.5,395450,0,40753.23,0,Residential,23116.5,0,FL
433665.54,1,-80.21633,0,0,26.68374,0,PALM BEACH COUNTY,Masonry,433665.54,752541,0,611052.09,0,Residential,0,0,FL
354144.78,1,-80.21633,0,0,26.68374,0,PALM BEACH COUNTY,Wood,354144.78,794163,0,467386.11,0,Residential,0,0,FL
259829.46,1,-80.21633,0,0,26.68374,0,PALM BEACH COUNTY,Wood,259829.46,602836,0,226517.76,0,Residential,0,0,FL
377261.28,1,-80.21633,0,0,26.68374,0,PALM BEACH COUNTY,Masonry,377261.28,294746,0,467803.99,0,Residential,0,0,FL
75822.12,1,-80.21633,0,0,26.68374,0,PALM BEACH COUNTY,Wood,75822.12,936975,0,87546.49,0,Residential,0,0,FL
648186.66,1,-80.21633,0,0,26.68374,0,PALM BEACH COUNTY,Masonry,648186.66,798998,0,1047573.35,0,Residential,0,0,FL
1667161.98,1,-80.244446,0,0,26.693106,0,PALM BEACH COUNTY,Masonry,1667161.98,806814,0,2059113.43,0,Residential,0,0,FL
10080000,1,-80.18515,0,0,26.680027,0,PALM BEACH COUNTY,Reinforced Concrete,10080000,738503,0,13860000,0,Commercial,0,0,FL
3030321.69,1,-80.2034,0,0,26.68095,0,PALM BEACH COUNTY,Reinforced Masonry,3030321.69,412704,0,3417948.32,0,Commercial,0,0,FL
567802.05,1,-80.202003,0,0,26.68539,0,PALM BEACH COUNTY,Masonry,567802.05,601475,0,564681.41,0,Residential,0,0,FL
97605.9,1,-80.202019,0,0,26.685133,0,PALM BEACH COUNTY,Wood,97605.9,576131,0,115440.45,0,Residential,0,97605.9,FL
291210.3,1,-80.217369,0,0,26.691765,0,PALM BEACH COUNTY,Wood,291210.3,253604,0,333377.55,0,Residential,0,291210.3,FL
536894.1,1,-80.17776,0,0,26.68105,0,PALM BEACH COUNTY,Masonry,536894.1,721709,0,486168.35,0,Residential,0,536894.1,FL
232032.74,1,-80.22903,0,0,26.70112,0,PALM BEACH COUNTY,Wood,232032.74,385828,0,249197.37,0,Residential,0,0,FL
1611980.67,1,-80.225342,0,0,26.706144,0,PALM BEACH COUNTY,Masonry,1611980.67,318453,0,1973547.93,0,Residential,0,0,FL
7066.79,1,-80.225342,0,0,26.706144,0,PALM BEACH COUNTY,Wood,7066.79,282834,0,6310.25,0,Residential,0,0,FL
255147.85,1,-80.22903,0,0,26.70112,0,PALM BEACH COUNTY,Wood,255147.85,912559,0,294695.76,0,Residential,0,0,FL
35268.98,1,-80.22903,0,0,26.70112,0,PALM BEACH COUNTY,Wood,35268.98,109325,0,28218.29,0,Residential,0,0,FL
62043.7,1,-80.22903,0,0,26.70112,0,PALM BEACH COUNTY,Wood,62043.7,911623,0,93701.19,0,Residential,0,0,FL
190122.06,1,-80.22903,0,0,26.70112,0,PALM BEACH COUNTY,Wood,190122.06,496789,0,230235.92,0,Residential,0,0,FL
7425.05,4,-80.2029,0,0,26.7074,0,PALM BEACH COUNTY,Wood,7425.05,118617,0,8321.57,0,Residential,0,0,FL
9281.31,3,-80.22987,0,0,26.713495,0,PALM BEACH COUNTY,Wood,9281.31,866862,0,16329.35,0,Residential,0,0,FL
507857.49,1,-80.229187,0,0,26.705538,0,PALM BEACH COUNTY,Masonry,507857.49,214383,0,520887.08,0,Residential,0,0,FL
9281.31,1,-80.215363,0,0,26.69466,0,PALM BEACH COUNTY,Wood,9281.31,824161,0,9514.69,0,Residential,0,0,FL
41765.89,1,-80.229309,0,0,26.706244,0,PALM BEACH COUNTY,Wood,41765.89,394608,0,52240.78,0,Residential,0,0,FL
1577822.66,1,-80.230446,0,0,26.728195,0,PALM BEACH COUNTY,Masonry,1577822.66,303865,0,1840889.88,0,Residential,0,0,FL
7425.05,3,-80.2029,0,0,26.7074,0,PALM BEACH COUNTY,Wood,7425.05,765017,0,11949.55,0,Residential,0,0,FL
43313.09,4,-80.2029,0,0,26.7074,0,PALM BEACH COUNTY,Wood,43313.09,581582,0,52192.62,0,Residential,0,0,FL
21347.01,3,-80.22987,0,0,26.713495,0,PALM BEACH COUNTY,Wood,21347.01,598218,0,17562.4,0,Residential,0,0,FL
7425.05,1,-80.213264,0,0,26.692724,0,PALM BEACH COUNTY,Wood,7425.05,252067,0,7101.46,0,Residential,0,0,FL
7425.05,1,-80.204025,0,0,26.6956,0,PALM BEACH COUNTY,Wood,7425.05,405614,0,7270,0,Residential,0,0,FL
32484.58,1,-80.219864,0,0,26.692451,0,PALM BEACH COUNTY,Wood,32484.58,689398,0,36267.09,0,Residential,0,0,FL
7889.11,1,-80.215363,0,0,26.69466,0,PALM BEACH COUNTY,Wood,7889.11,101895,0,7501.32,0,Residential,0,0,FL
12065.7,1,-80.215363,0,0,26.69466,0,PALM BEACH COUNTY,Wood,12065.7,782141,0,15715.53,0,Residential,0,0,FL
6236.11,4,-80.2029,0,0,26.7074,0,PALM BEACH COUNTY,Wood,6236.11,820631,0,8291.93,0,Residential,0,0,FL
16038.1,1,-80.240013,0,0,26.70624,0,PALM BEACH COUNTY,Wood,16038.1,215373,0,23032.08,0,Residential,0,0,FL
29700.19,1,-80.227348,0,0,26.683508,0,PALM BEACH COUNTY,Wood,29700.19,916301,0,40132.38,0,Residential,0,0,FL
74426.82,3,-80.2029,0,0,26.7074,0,PALM BEACH COUNTY,Wood,74426.82,833189,0,85593.23,0,Residential,0,0,FL
28718.23,3,-80.2029,0,0,26.7074,0,PALM BEACH COUNTY,Wood,28718.23,430312,0,25118.4,0,Residential,0,0,FL
9290.59,3,-80.2029,0,0,26.7074,0,PALM BEACH COUNTY,Wood,9290.59,897654,0,13427.69,0,Residential,0,0,FL
63112.91,3,-80.2029,0,0,26.7074,0,PALM BEACH COUNTY,Wood,63112.91,695935,0,78643.73,0,Residential,0,0,FL
293614.23,3,-80.2029,0,0,26.7074,0,PALM BEACH COUNTY,Wood,293614.23,685542,0,263467.1,0,Residential,0,0,FL
6261.17,3,-80.2029,0,0,26.7074,0,PALM BEACH COUNTY,Wood,6261.17,583475,0,8556.49,0,Residential,0,0,FL
63112.91,1,-80.218338,0,0,26.732775,0,PALM BEACH COUNTY,Wood,63112.91,500276,0,77060.86,0,Residential,0,0,FL
25987.67,3,-80.2029,0,0,26.7074,0,PALM BEACH COUNTY,Wood,25987.67,265212,0,41881.31,0,Residential,0,0,FL
19388.66,1,-80.229675,0,0,26.696896,0,PALM BEACH COUNTY,Wood,19388.66,278888,0,28936.99,0,Residential,0,0,FL
48381.61,1,-80.21759,0,0,26.708332,0,PALM BEACH COUNTY,Wood,48381.61,191379,0,44694.45,0,Residential,0,0,FL
217292.17,1,-80.21759,0,0,26.708332,0,PALM BEACH COUNTY,Wood,217292.17,481429,0,315021.93,0,Residential,0,0,FL
166179.07,1,-80.21759,0,0,26.708332,0,PALM BEACH COUNTY,Wood,166179.07,979612,0,160790.71,0,Residential,0,0,FL
94725.05,1,-80.239632,0,0,26.696165,0,PALM BEACH COUNTY,Wood,94725.05,907561,0,102537.21,0,Residential,0,0,FL
7337.8,1,-80.230492,0,0,26.704287,0,PALM BEACH COUNTY,Wood,7337.8,469500,0,6075.97,0,Residential,0,0,FL
25987.67,3,-80.2029,0,0,26.7074,0,PALM BEACH COUNTY,Wood,25987.67,403822,0,32756.42,0,Residential,0,0,FL
94010.39,1,-80.239632,0,0,26.696165,0,PALM BEACH COUNTY,Wood,94010.39,184140,0,114149.29,0,Residential,0,0,FL
2422.42,1,-80.230492,0,0,26.704287,0,PALM BEACH COUNTY,Wood,2422.42,892731,0,3370.8,0,Residential,0,0,FL
4640.65,1,-80.218338,0,0,26.732775,0,PALM BEACH COUNTY,Wood,4640.65,953617,0,4757.97,0,Residential,0,0,FL
7425.05,1,-80.218338,0,0,26.732775,0,PALM BEACH COUNTY,Wood,7425.05,514541,0,11801.1,0,Residential,0,0,FL
3666357.75,1,-80.239632,0,0,26.696165,0,PALM BEACH COUNTY,Reinforced Masonry,3666357.75,578207,0,5983935.81,0,Commercial,0,0,FL
5941.89,3,-80.230141,0,0,26.683886,0,PALM BEACH COUNTY,Wood,5941.89,194688,0,7209.54,0,Residential,0,0,FL
442254.41,1,-80.20344,0,0,26.69225,0,PALM BEACH COUNTY,Masonry,442254.41,877746,0,715488.47,0,Residential,0,0,FL
1049383.8,1,-80.201981,0,0,26.685665,1049383.8,PALM BEACH COUNTY,Masonry,1049383.8,902174,0,1376640.43,0,Residential,1049383.8,1049383.8,FL
2400209.94,1,-80.20169,0,0,26.67916,0,PALM BEACH COUNTY,Reinforced Masonry,2400209.94,740378,0,3937438.79,0,Commercial,0,0,FL
750657.12,1,-80.225418,0,0,26.724266,0,PALM BEACH COUNTY,Masonry,750657.12,152311,0,855406.82,0,Residential,0,0,FL
658971,1,-80.23877,0,0,26.721838,658971,PALM BEACH COUNTY,Masonry,658971,695098,0,530951.39,0,Residential,658971,658971,FL
513609.75,1,-80.18111,0,0,26.67266,0,PALM BEACH COUNTY,Masonry,513609.75,563458,0,646942.84,0,Residential,0,0,FL
3847563.04,1,-80.204981,0,0,26.699463,0,PALM BEACH COUNTY,Reinforced Masonry,3847563.04,539455,0,3223580.65,0,Commercial,0,0,FL
1298589.1,1,-80.204981,0,0,26.699463,0,PALM BEACH COUNTY,Masonry,1298589.1,355586,0,1734333.27,0,Residential,0,0,FL
4675966.72,1,-80.1904,0,0,26.70029,0,PALM BEACH COUNTY,Reinforced Masonry,4675966.72,658086,0,6644548.71,0,Commercial,0,0,FL
534721.5,1,-80.229012,0,0,26.708927,534721.5,PALM BEACH COUNTY,Masonry,534721.5,652187,0,651156.04,0,Residential,534721.5,534721.5,FL
35100000,1,-80.202019,0,0,26.685133,35100000,PALM BEACH COUNTY,Reinforced Concrete,35100000,989311,0,38790000,0,Commercial,35100000,35100000,FL
969786,1,-80.18301,0,0,26.70946,0,PALM BEACH COUNTY,Masonry,969786,460042,0,784479.29,0,Residential,969786,0,FL
77713.41,3,-80.22742,0,0,26.7493,0,PALM BEACH COUNTY,Wood,77713.41,181028,0,102954.72,0,Residential,0,0,FL
277806.33,1,-80.185,0,0,26.68627,0,PALM BEACH COUNTY,Wood,277806.33,543841,0,457788.72,0,Residential,0,0,FL
228276.34,1,-80.185,0,0,26.68627,0,PALM BEACH COUNTY,Wood,228276.34,745770,0,186176.47,0,Residential,0,0,FL
385876.98,1,-80.185,0,0,26.68627,0,PALM BEACH COUNTY,Masonry,385876.98,238765,0,529877.01,0,Residential,0,0,FL
437072.41,1,-80.185,0,0,26.68627,0,PALM BEACH COUNTY,Masonry,437072.41,882676,0,437489.38,0,Residential,0,0,FL
5955854.57,1,-80.185,0,0,26.68627,0,PALM BEACH COUNTY,Reinforced Masonry,5955854.57,390031,0,5245440.24,0,Commercial,0,0,FL
676229.1,1,-80.185,0,0,26.68627,0,PALM BEACH COUNTY,Masonry,676229.1,253559,0,895868.31,0,Residential,0,0,FL
1405992.43,1,-80.185,0,0,26.68627,0,PALM BEACH COUNTY,Masonry,1405992.43,520396,0,1395862.25,0,Residential,0,0,FL
280565.98,1,-80.185,0,0,26.68627,0,PALM BEACH COUNTY,Wood,280565.98,449880,0,372495.1,0,Residential,0,0,FL
43151.05,1,-80.15773,0,0,26.696022,0,PALM BEACH COUNTY,Wood,43151.05,646334,0,41247.65,0,Residential,0,0,FL
0,1,-80.17144,0,0,26.708439,0,PALM BEACH COUNTY,Masonry,405000,165756,0,325729.35,0,Residential,405000,0,FL
0,1,-80.171471,0,0,26.708439,0,PALM BEACH COUNTY,Masonry,405000,488393,0,440241.48,0,Residential,405000,0,FL
391211.1,4,-80.212564,0,0,26.811873,0,PALM BEACH COUNTY,Masonry,391211.1,831638,0,616157.48,0,Residential,0,391211.1,FL
415827.9,1,-80.24904,0,0,26.81076,0,PALM BEACH COUNTY,Masonry,415827.9,476472,0,343380.7,0,Residential,0,415827.9,FL
203355.9,1,-80.289276,0,0,26.811905,0,PALM BEACH COUNTY,Wood,203355.9,840893,0,253973.62,0,Residential,0,203355.9,FL
765569.25,1,-80.20206,0,0,26.78659,0,PALM BEACH COUNTY,Masonry,765569.25,984131,0,993384.29,0,Residential,0,0,FL
598403.81,1,-80.2516,0,0,26.80512,0,PALM BEACH COUNTY,Masonry,598403.81,378968,0,918986.69,0,Residential,0,0,FL
595254.32,1,-80.23411,0,0,26.79823,0,PALM BEACH COUNTY,Masonry,595254.32,734765,0,575015.67,0,Residential,0,0,FL
286443,4,-80.277724,0,0,26.793009,0,PALM BEACH COUNTY,Wood,286443,243176,0,230410.17,0,Residential,286443,0,FL
1102535,1,-80.190704,0,0,26.700439,0,PALM BEACH COUNTY,Masonry,1102535,369694,0,1828410.97,0,Residential,0,0,FL
312646.32,1,-80.212936,0,0,26.812462,0,PALM BEACH COUNTY,Wood,312646.32,725512,0,312308.66,0,Residential,0,0,FL
376229.45,1,-80.212936,0,0,26.812462,0,PALM BEACH COUNTY,Masonry,376229.45,867910,0,358444.33,0,Residential,0,0,FL
378688.46,1,-80.212936,0,0,26.812462,0,PALM BEACH COUNTY,Masonry,378688.46,231233,0,334359.95,0,Residential,0,0,FL
991476,1,-80.19791,0,0,26.81111,0,PALM BEACH COUNTY,Masonry,991476,625707,0,1679861.75,0,Residential,991476,0,FL
44890.56,1,-80.219193,0,0,26.812157,0,PALM BEACH COUNTY,Wood,44890.56,205739,0,61081.68,0,Residential,0,0,FL
638815.06,1,-80.262238,0,0,26.776529,0,PALM BEACH COUNTY,Masonry,638815.06,305144,0,919019.79,0,Residential,0,0,FL
175351.49,1,-80.262238,0,0,26.776529,0,PALM BEACH COUNTY,Wood,175351.49,392789,0,169648.89,0,Residential,0,0,FL
98244.1,1,-80.252686,0,0,26.803579,0,PALM BEACH COUNTY,Wood,98244.1,339628,0,157797.32,0,Residential,0,0,FL
168339.59,4,-80.222,0,0,26.7985,0,PALM BEACH COUNTY,Wood,168339.59,794407,0,143111.54,0,Residential,0,0,FL
2573356.5,1,-80.151421,0,0,26.632662,0,PALM BEACH COUNTY,Reinforced Masonry,2573356.5,300402,0,1889873.01,0,Commercial,2573356.5,0,FL
2076165,1,-80.151421,0,0,26.632662,0,PALM BEACH COUNTY,Reinforced Masonry,2076165,749229,0,1878846.28,0,Commercial,2076165,0,FL
6010699.5,1,-80.151421,0,0,26.632662,0,PALM BEACH COUNTY,Reinforced Masonry,6010699.5,328378,0,8303042.04,0,Commercial,6010699.5,0,FL
280111.5,1,-80.151421,0,0,26.632662,0,PALM BEACH COUNTY,Wood,280111.5,743510,0,402715.18,0,Residential,280111.5,0,FL
2821995,1,-80.157196,0,0,26.650873,0,PALM BEACH COUNTY,Reinforced Masonry,2821995,857394,0,2607523.38,0,Commercial,2821995,0,FL
36900,1,-80.157196,0,1845,26.650873,0,PALM BEACH COUNTY,Wood,36900,774745,0,38144.82,0,Residential,36900,0,FL
66873.6,1,-80.157196,0,0,26.650873,0,PALM BEACH COUNTY,Wood,66873.6,378759,0,89058.78,0,Residential,66873.6,0,FL
66873.6,1,-80.157196,0,0,26.650873,0,PALM BEACH COUNTY,Wood,66873.6,507880,0,111948.81,0,Residential,66873.6,0,FL
69969.6,1,-80.157196,0,0,26.650873,0,PALM BEACH COUNTY,Wood,69969.6,916986,0,69642.7,0,Residential,69969.6,0,FL
17280000,1,-80.1522,0,0,26.66146,0,PALM BEACH COUNTY,Reinforced Concrete,17280000,861978,0,18900000,0,Commercial,17280000,0,FL
399766.5,1,-80.1522,0,0,26.66146,0,PALM BEACH COUNTY,Masonry,399766.5,590889,0,524055.5,0,Residential,399766.5,0,FL
615127.5,1,-80.1522,0,0,26.66146,0,PALM BEACH COUNTY,Masonry,615127.5,704910,0,712193.39,0,Residential,615127.5,0,FL
116640,1,-80.1522,0,5832,26.66146,0,PALM BEACH COUNTY,Wood,116640,351793,0,142357.25,0,Residential,116640,0,FL
116640,1,-80.1522,0,5832,26.66146,0,PALM BEACH COUNTY,Wood,116640,724563,0,109000.08,0,Residential,116640,0,FL
116640,1,-80.1522,0,5832,26.66146,0,PALM BEACH COUNTY,Wood,116640,841090,0,116250.42,0,Residential,116640,0,FL
116640,1,-80.1522,0,5832,26.66146,0,PALM BEACH COUNTY,Wood,116640,259624,0,96067.04,0,Residential,116640,0,FL
116640,1,-80.1522,0,5832,26.66146,0,PALM BEACH COUNTY,Wood,116640,546146,0,104077.41,0,Residential,116640,0,FL
116640,1,-80.1522,0,5832,26.66146,0,PALM BEACH COUNTY,Wood,116640,902119,0,163421.04,0,Residential,116640,0,FL
213174.49,1,-80.157387,0,0,26.641985,0,PALM BEACH COUNTY,Wood,213174.49,112709,0,326684.58,0,Residential,0,0,FL
211373.77,1,-80.157387,0,0,26.641985,0,PALM BEACH COUNTY,Wood,211373.77,635457,0,262122.92,0,Residential,0,0,FL
23603.99,1,-80.157387,0,0,26.641985,0,PALM BEACH COUNTY,Wood,23603.99,830598,0,30685.19,0,Residential,0,0,FL
4034.81,1,-80.157387,0,0,26.641985,0,PALM BEACH COUNTY,Wood,4034.81,910266,0,4462.55,0,Residential,0,0,FL
49605.27,1,-80.157387,0,0,26.641985,0,PALM BEACH COUNTY,Wood,49605.27,280797,0,67513.96,0,Residential,0,0,FL
385968.73,3,-80.214485,0,0,26.651348,0,PALM BEACH COUNTY,Masonry,385968.73,990301,0,477122.19,0,Residential,0,0,FL
1717135.65,1,-80.241463,0,0,26.650217,0,PALM BEACH COUNTY,Masonry,1717135.65,788083,0,1692958.38,0,Residential,0,0,FL
1717135.65,1,-80.241463,0,0,26.650217,0,PALM BEACH COUNTY,Masonry,1717135.65,767318,0,1974513.68,0,Residential,0,0,FL
1717135.65,1,-80.241463,0,0,26.650217,0,PALM BEACH COUNTY,Masonry,1717135.65,753634,0,1510804.63,0,Residential,0,0,FL
1717135.65,1,-80.241463,0,0,26.650217,0,PALM BEACH COUNTY,Masonry,1717135.65,640070,0,1577237.17,0,Residential,0,0,FL
1717135.65,1,-80.241463,0,0,26.650217,0,PALM BEACH COUNTY,Masonry,1717135.65,202056,0,1534537.16,0,Residential,0,0,FL
1494227.65,1,-80.209648,0,0,26.653912,0,PALM BEACH COUNTY,Masonry,1494227.65,994190,0,1262233.86,0,Residential,0,0,FL
1494227.65,3,-80.2441,0,0,26.6552,0,PALM BEACH COUNTY,Masonry,1494227.65,529549,0,1436550.46,0,Residential,0,0,FL
1494227.65,1,-80.207687,0,0,26.653282,0,PALM BEACH COUNTY,Masonry,1494227.65,730461,0,2129579.22,0,Residential,0,0,FL
1494227.65,1,-80.206589,0,0,26.653017,0,PALM BEACH COUNTY,Masonry,1494227.65,401591,0,1958789,0,Residential,0,0,FL
1494227.65,1,-80.208191,0,0,26.6534,0,PALM BEACH COUNTY,Masonry,1494227.65,972038,0,1818501.94,0,Residential,0,0,FL
1494227.65,1,-80.206619,0,0,26.65313,0,PALM BEACH COUNTY,Masonry,1494227.65,548300,0,1779363.64,0,Residential,0,0,FL
1494227.65,1,-80.207924,0,0,26.651484,0,PALM BEACH COUNTY,Masonry,1494227.65,432968,0,1701886.44,0,Residential,0,0,FL
1494227.65,1,-80.206917,0,0,26.653122,0,PALM BEACH COUNTY,Masonry,1494227.65,586554,0,1695099.66,0,Residential,0,0,FL
1494227.65,1,-80.208572,0,0,26.651512,0,PALM BEACH COUNTY,Masonry,1494227.65,811846,0,2163546,0,Residential,0,0,FL
2592274.89,3,-80.203094,0,0,26.662636,0,PALM BEACH COUNTY,Reinforced Masonry,2592274.89,268052,0,4069477.55,0,Commercial,0,0,FL
22444.59,1,-80.2418,0,0,26.650988,0,PALM BEACH COUNTY,Wood,22444.59,882093,0,22598.29,0,Residential,0,0,FL
1418099.43,1,-80.216576,0,0,26.647175,0,PALM BEACH COUNTY,Masonry,1418099.43,464000,0,1921036.9,0,Residential,0,0,FL
1418099.43,1,-80.216576,0,0,26.647175,0,PALM BEACH COUNTY,Masonry,1418099.43,965775,0,1143725.55,0,Residential,0,0,FL
1418099.43,1,-80.216576,0,0,26.647175,0,PALM BEACH COUNTY,Masonry,1418099.43,723507,0,1867658.22,0,Residential,0,0,FL
1418099.43,1,-80.216576,0,0,26.647175,0,PALM BEACH COUNTY,Masonry,1418099.43,526228,0,1166426.49,0,Residential,0,0,FL
814203,1,-80.236305,0,0,26.654394,814203,PALM BEACH COUNTY,Masonry,814203,459331,0,1294130.89,0,Residential,814203,814203,FL
212400,1,-80.230049,0,0,26.662359,212400,PALM BEACH COUNTY,Wood,212400,364147,0,268669.86,0,Residential,212400,212400,FL
2561071.5,1,-80.257446,0,0,26.673832,0,PALM BEACH COUNTY,Reinforced Masonry,2561071.5,451138,0,3216777.51,0,Commercial,2561071.5,0,FL
1130787,1,-80.257446,0,0,26.673832,0,PALM BEACH COUNTY,Masonry,1130787,381079,0,993265.21,0,Residential,1130787,0,FL
913126.5,1,-80.257446,0,0,26.673832,0,PALM BEACH COUNTY,Masonry,913126.5,697272,0,1507666.82,0,Residential,913126.5,0,FL
913126.5,1,-80.257446,0,0,26.673832,0,PALM BEACH COUNTY,Masonry,913126.5,155153,0,1288012.41,0,Residential,913126.5,0,FL
84240,1,-80.257446,0,4212,26.673832,0,PALM BEACH COUNTY,Wood,84240,882539,0,70932.19,0,Residential,84240,0,FL
2135151,1,-80.28656,0,0,26.6655,0,PALM BEACH COUNTY,Reinforced Masonry,2135151,936749,0,2160772.81,0,Commercial,2135151,0,FL
1968799.5,1,-80.28656,0,0,26.6655,0,PALM BEACH COUNTY,Reinforced Masonry,1968799.5,935923,0,3051221.84,0,Commercial,1968799.5,0,FL
2197930.5,1,-80.28656,0,0,26.6655,0,PALM BEACH COUNTY,Reinforced Masonry,2197930.5,878110,0,3261047.5,0,Commercial,2197930.5,0,FL
2947684.5,1,-80.28656,0,0,26.6655,0,PALM BEACH COUNTY,Reinforced Masonry,2947684.5,237210,0,4000172.94,0,Commercial,2947684.5,0,FL
1448140.5,1,-80.28656,0,0,26.6655,0,PALM BEACH COUNTY,Masonry,1448140.5,403320,0,1429418.94,0,Residential,1448140.5,0,FL
2853535.5,1,-80.28656,0,0,26.6655,0,PALM BEACH COUNTY,Reinforced Masonry,2853535.5,570461,0,4458007.17,0,Commercial,2853535.5,0,FL
116640,1,-80.28656,0,5832,26.6655,0,PALM BEACH COUNTY,Wood,116640,962978,0,112492.28,0,Residential,116640,0,FL
116640,1,-80.28656,0,5832,26.6655,0,PALM BEACH COUNTY,Wood,116640,331046,0,136200.06,0,Residential,116640,0,FL
116640,1,-80.28656,0,5832,26.6655,0,PALM BEACH COUNTY,Wood,116640,934576,0,119985.82,0,Residential,116640,0,FL
116640,1,-80.28656,0,5832,26.6655,0,PALM BEACH COUNTY,Wood,116640,169673,0,138540.33,0,Residential,116640,0,FL
116640,1,-80.28656,0,5832,26.6655,0,PALM BEACH COUNTY,Wood,116640,517952,0,117951.03,0,Residential,116640,0,FL
98415,1,-80.28656,0,0,26.6655,0,PALM BEACH COUNTY,Wood,98415,767386,0,85710.8,0,Residential,98415,0,FL
112873.5,1,-80.28656,0,0,26.6655,0,PALM BEACH COUNTY,Wood,112873.5,517280,0,101564.48,0,Residential,112873.5,0,FL
106191,1,-80.28656,0,0,26.6655,0,PALM BEACH COUNTY,Wood,106191,917823,0,140833.48,0,Residential,106191,0,FL
112873.5,1,-80.28656,0,0,26.6655,0,PALM BEACH COUNTY,Wood,112873.5,578965,0,93675.98,0,Residential,112873.5,0,FL
112873.5,1,-80.28656,0,0,26.6655,0,PALM BEACH COUNTY,Wood,112873.5,876012,0,165896.05,0,Residential,112873.5,0,FL
112873.5,1,-80.28656,0,0,26.6655,0,PALM BEACH COUNTY,Wood,112873.5,600215,0,134929.43,0,Residential,112873.5,0,FL
112873.5,1,-80.28656,0,0,26.6655,0,PALM BEACH COUNTY,Wood,112873.5,398171,0,141746.54,0,Residential,112873.5,0,FL
112873.5,1,-80.28656,0,0,26.6655,0,PALM BEACH COUNTY,Wood,112873.5,137723,0,123257.86,0,Residential,112873.5,0,FL
112873.5,1,-80.28656,0,0,26.6655,0,PALM BEACH COUNTY,Wood,112873.5,552234,0,95572.25,0,Residential,112873.5,0,FL
112873.5,1,-80.28656,0,0,26.6655,0,PALM BEACH COUNTY,Wood,112873.5,907901,0,99288.95,0,Residential,112873.5,0,FL
112873.5,1,-80.28656,0,0,26.6655,0,PALM BEACH COUNTY,Wood,112873.5,972205,0,130526.92,0,Residential,112873.5,0,FL
112630.5,1,-80.28656,0,0,26.6655,0,PALM BEACH COUNTY,Wood,112630.5,791275,0,145654.21,0,Residential,112630.5,0,FL
65944.8,1,-80.28656,0,0,26.6655,0,PALM BEACH COUNTY,Wood,65944.8,189997,0,91640.85,0,Residential,65944.8,0,FL
116640,1,-80.264793,0,5832,26.644032,0,PALM BEACH COUNTY,Wood,116640,942474,0,179393.72,0,Residential,116640,0,FL
116640,1,-80.264793,0,5832,26.644032,0,PALM BEACH COUNTY,Wood,116640,450734,0,154188.75,0,Residential,116640,0,FL
74304,1,-80.264793,0,3715.2,26.644032,0,PALM BEACH COUNTY,Wood,74304,354227,0,74206.51,0,Residential,74304,0,FL
74304,1,-80.264793,0,3715.2,26.644032,0,PALM BEACH COUNTY,Wood,74304,235478,0,75668.82,0,Residential,74304,0,FL
74304,1,-80.264793,0,3715.2,26.644032,0,PALM BEACH COUNTY,Wood,74304,814942,0,76487.94,0,Residential,74304,0,FL
74304,1,-80.264793,0,3715.2,26.644032,0,PALM BEACH COUNTY,Wood,74304,722045,0,96919.09,0,Residential,74304,0,FL
16650000,1,-80.26614,0,0,26.65025,0,PALM BEACH COUNTY,Reinforced Concrete,16650000,950063,0,19620000,0,Commercial,16650000,0,FL
8624754,1,-80.26614,0,431237.7,26.65025,0,PALM BEACH COUNTY,Reinforced Masonry,8624754,495980,0,6977356.99,0,Commercial,8624754,0,FL
66873.6,1,-80.26614,0,0,26.65025,0,PALM BEACH COUNTY,Wood,66873.6,127661,0,62072.08,0,Residential,66873.6,0,FL
66873.6,1,-80.26614,0,0,26.65025,0,PALM BEACH COUNTY,Wood,66873.6,882974,0,87052.04,0,Residential,66873.6,0,FL
66873.6,1,-80.26614,0,0,26.65025,0,PALM BEACH COUNTY,Wood,66873.6,501256,0,59811.75,0,Residential,66873.6,0,FL
66873.6,1,-80.26614,0,0,26.65025,0,PALM BEACH COUNTY,Wood,66873.6,718561,0,58842.88,0,Residential,66873.6,0,FL
